,00906,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,00908,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,00910,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,00912,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,00914,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,00916,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,00918,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,00920,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,00921,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,00922,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,00924,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,00926,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,00928,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,00930,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,00932,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,00934,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,00936,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,00938,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,00940,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,00942,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,00944,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,00948,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,00950,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,00952,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01112,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01120,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01130,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01140,,15 Base,15 Base,,000,N,,,,,,,,,,,,,,,
,01150,,10 Base,10 Base,,000,N,,,,,,,,,,,,,,,
,01160,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01170,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01173,,12 Base,12 Base,,000,N,,,,,,,,,,,,,,,
,01180,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01190,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01200,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01202,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01210,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01212,,10 Base,10 Base,,000,N,,,,,,,,,,,,,,,
,01214,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01215,,10 Base,10 Base,,000,N,,,,,,,,,,,,,,,
,01220,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01230,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01232,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01234,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01250,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01260,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01270,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01272,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01274,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01320,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01340,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01360,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01380,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01382,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01390,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01392,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01400,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01402,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
,01404,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01420,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01430,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01432,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01440,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01442,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01444,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01462,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01464,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01470,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01472,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01474,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01480,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01482,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01484,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01486,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
,01490,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01500,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01502,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01520,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01522,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01610,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01620,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01622,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01630,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01634,,9 Base,9 Base,,000,N,,,,,,,,,,,,,,,
,01636,,15 Base,15 Base,,000,N,,,,,,,,,,,,,,,
,01638,,10 Base,10 Base,,000,N,,,,,,,,,,,,,,,
,01650,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01652,,10 Base,10 Base,,000,N,,,,,,,,,,,,,,,
,01654,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01656,,10 Base,10 Base,,000,N,,,,,,,,,,,,,,,
,01670,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01680,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01682,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01710,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01712,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01714,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01716,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01730,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01732,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01740,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01742,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01744,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01756,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01758,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01760,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
,01770,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01772,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01780,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01782,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01810,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01820,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01829,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01830,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01832,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01840,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01842,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01844,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01850,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01852,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01860,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01916,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01920,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
L,01922,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
,01924,,6 Base,6 Base,,000,N,,,,,,,,,,,,,,,
,01925,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01926,,10 Base,10 Base,,000,N,,,,,,,,,,,,,,,
,01930,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01931,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
,01932,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
,01933,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01935,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01936,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01951,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01952,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01953,,$22.20,$22.20,,000,N,,,,,,,,,,,,,,,
,01958,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01960,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01961,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
,01962,,8 Base,8 Base,,000,N,,,,,,,,,,,,,,,
,01963,,10 Base,10 Base,,000,N,,,,,,,,,,,,,,,
,01965,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01966,,4 Base,4 Base,,000,N,,,,,,,,,,,,,,,
,01967,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01968,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01969,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
,01990,,7 Base,7 Base,,000,N,,,,,,,,,,,,,,,
,01991,,3 Base,3 Base,,000,N,,,,,,,,,,,,,,,
,01992,,5 Base,5 Base,,000,N,,,,,,,,,,,,,,,
R,01996,,$22.99,$22.99,,000,N,,,,,,,,,,,,,,,
,01999,,B.R.,B.R.,,000,N,,,,,,,,,,,,,,,
R,10021,,$89.35,$41.95,,000,N,,,,,,,,,,,,,,,
R,10022,,$83.71,$38.73,,000,N,,,,,,,,,,,,,,,
R,10040,,$61.92,$53.65,,010,N,,,,,,,,,,,,,,,
R,10060,,$68.98,$57.28,,010,N,,,,,,,,,,,,,,,
R,10061,,$120.01,$104.68,,010,N,,,,,,,,,,,,,,,
R,10080,,$106.90,$61.12,,010,N,,,,,,,,,,,,,,,
R,10081,,$163.18,$102.67,,010,N,,,,,,,,,,,,,,,
R,10120,,$85.32,$56.07,,010,N,,,,,,,,,,,,,,,
R,10121,,$164.79,$111.54,,010,N,,,,,,,,,,,,,,,
R,10140,,$97.22,$71.00,,010,N,,,,,,,,,,,,,,,
R,10160,,$78.06,$57.69,,010,N,,,,,,,,,,,,,,,
R,10180,,$147.85,$107.51,,010,N,,,,,,,,,,,,,,,
R,11000,,$32.47,$17.35,,000,N,,,,,,,,,,,,,,,
R,11001,,$12.71,$8.47,,000,N,,,,,,,,,,,,,,,
R,11004,,$345.92,$345.92,,000,N,,,,,,,,,,,,,,,
R,11005,,$464.72,$464.72,,000,N,,,,,,,,,,,,,,,
R,11006,,$421.35,$421.35,,000,N,,,,,,,,,,,,,,,
R,11008,,$163.18,$163.18,,000,N,,,,,,,,,,,,,,,
R,11010,,$300.13,$169.43,,010,N,,,,,,,,,,,,,,,
R,11011,,$326.75,$179.92,,000,N,,,,,,,,,,,,,,,
R,11012,,$432.24,$255.76,,000,N,,,,,,,,,,,,,,,
R,11042,,$66.16,$35.70,,000,N,,,,,,,,,,,,,,,
R,11043,,$140.18,$94.60,,000,N,,,,,,,,,,,,,,,
R,11044,,$193.43,$141.19,,000,N,,,,,,,,,,,,,,,
R,11045,,$24.61,$15.93,,000,N,,,,,,,,,,,,,,,
R,11046,,$43.16,$32.88,,000,N,,,,,,,,,,,,,,,
R,11047,,$72.61,$58.09,,000,N,,,,,,,,,,,,,,,
R,11055,,$30.46,$12.10,,000,N,,,,,,,,,,,,,,,
R,11056,,$34.29,$13.92,,000,N,,,,,,,,,,,,,,,
R,11057,,$42.56,$21.78,,000,N,,,,,,,,,,,,,,,
R,11100,,$63.54,$29.65,,000,N,,,,,,,,,,,,,,,
R,11101,,$19.77,$14.93,,000,N,,,,,,,,,,,,,,,
,11200,,#,#,,010,N,,,,,,,,,,,,,,,
,11201,,#,#,,000,N,,,,,,,,,,,,,,,
R,11300,,$42.76,$17.95,,000,N,,,,,,,,,,,,,,,
R,11301,,$56.88,$30.46,,000,N,,,,,,,,,,,,,,,
R,11302,,$67.97,$37.72,,000,N,,,,,,,,,,,,,,,
R,11303,,$80.07,$44.78,,000,N,,,,,,,,,,,,,,,
R,11305,,$42.56,$19.77,,000,N,,,,,,,,,,,,,,,
R,11306,,$58.09,$32.07,,000,N,,,,,,,,,,,,,,,
R,11307,,$68.38,$38.32,,000,N,,,,,,,,,,,,,,,
R,11308,,$75.44,$43.97,,000,N,,,,,,,,,,,,,,,
R,11310,,$52.24,$26.02,,000,N,,,,,,,,,,,,,,,
R,11311,,$65.15,$37.92,,000,N,,,,,,,,,,,,,,,
R,11312,,$75.44,$43.97,,000,N,,,,,,,,,,,,,,,
R,11313,,$93.59,$58.49,,000,N,,,,,,,,,,,,,,,
R,11400,,$74.43,$48.00,,010,N,,,,,,,,,,,,,,,
R,11401,,$89.96,$62.53,,010,N,,,,,,,,,,,,,,,
R,11402,,$100.04,$68.78,,010,N,,,,,,,,,,,,,,,
R,11403,,$114.97,$88.14,,010,N,,,,,,,,,,,,,,,
R,11404,,$130.70,$96.82,,010,N,,,,,,,,,,,,,,,
R,11406,,$185.56,$145.63,,010,N,,,,,,,,,,,,,,,
R,11420,,$74.02,$49.42,,010,N,,,,,,,,,,,,,,,
R,11421,,$95.00,$66.76,,010,N,,,,,,,,,,,,,,,
R,11422,,$105.69,$81.49,,010,N,,,,,,,,,,,,,,,
R,11423,,$121.83,$94.80,,010,N,,,,,,,,,,,,,,,
R,11424,,$140.18,$107.71,,010,N,,,,,,,,,,,,,,,
R,11426,,$198.67,$163.38,,010,N,,,,,,,,,,,,,,,
R,11440,,$81.49,$62.33,,010,N,,,,,,,,,,,,,,,
R,11441,,$101.66,$79.67,,010,N,,,,,,,,,,,,,,,
R,11442,,$114.16,$88.34,,010,N,,,,,,,,,,,,,,,
R,11443,,$135.74,$107.91,,010,N,,,,,,,,,,,,,,,
R,11444,,$169.63,$136.95,,010,N,,,,,,,,,,,,,,,
R,11446,,$232.76,$194.24,,010,N,,,,,,,,,,,,,,,
R,11450,,$226.71,$149.06,,090,N,,,,,,,,,,,,,,,
R,11451,,$289.64,$192.22,,090,N,,,,,,,,,,,,,,,
R,11462,,$224.69,$144.22,,090,N,,,,,,,,,,,,,,,
R,11463,,$293.88,$194.04,,090,N,,,,,,,,,,,,,,,
R,11470,,$246.48,$167.21,,090,N,,,,,,,,,,,,,,,
R,11471,,$306.58,$207.55,,090,N,,,,,,,,,,,,,,,
R,11600,,$115.37,$71.40,,010,N,,,,,,,,,,,,,,,
R,11601,,$138.57,$89.96,,010,N,,,,,,,,,,,,,,,
R,11602,,$151.07,$99.03,,010,N,,,,,,,,,,,,,,,
R,11603,,$171.24,$117.59,,010,N,,,,,,,,,,,,,,,
R,11604,,$190.00,$129.09,,010,N,,,,,,,,,,,,,,,
R,11606,,$269.07,$190.20,,010,N,,,,,,,,,,,,,,,
R,11620,,$117.19,$72.41,,010,N,,,,,,,,,,,,,,,
R,11621,,$139.58,$90.77,,010,N,,,,,,,,,,,,,,,
R,11622,,$156.12,$104.08,,010,N,,,,,,,,,,,,,,,
R,11623,,$182.14,$128.08,,010,N,,,,,,,,,,,,,,,
R,11624,,$204.93,$144.82,,010,N,,,,,,,,,,,,,,,
R,11626,,$246.88,$177.50,,010,N,,,,,,,,,,,,,,,
R,11640,,$121.42,$75.64,,010,N,,,,,,,,,,,,,,,
R,11641,,$145.22,$95.20,,010,N,,,,,,,,,,,,,,,
R,11642,,$165.60,$111.94,,010,N,,,,,,,,,,,,,,,
R,11643,,$194.64,$139.78,,010,N,,,,,,,,,,,,,,,
R,11644,,$239.82,$173.26,,010,N,,,,,,,,,,,,,,,
R,11646,,$312.03,$239.82,,010,N,,,,,,,,,,,,,,,
R,11719,,$13.51,$4.64,,000,N,,,,,,,,,,,,,,,
R,11720,,$19.16,$8.87,,000,N,,,,,,,,,,,,,,,
R,11721,,$26.62,$15.13,,000,N,,,,,,,,,,,,,,,
R,11730,,$58.49,$30.46,,000,N,,,,,,,,,,,,,,,
R,11732,,$21.78,$12.51,,000,N,,,,,,,,,,,,,,,
R,11740,,$29.25,$19.56,,000,N,,,,,,,,,,,,,,,
R,11750,,$132.72,$104.28,,010,N,,,,,,,,,,,,,,,
R,11752,,$191.62,$157.53,,010,N,,,,,,,,,,,,,,,
R,11755,,$81.08,$47.80,,000,N,,,,,,,,,,,,,,,
R,11760,,$139.17,$81.29,,010,N,,,,,,,,,,,,,,,
R,11762,,$167.61,$112.55,,010,N,,,,,,,,,,,,,,,
R,11765,,$98.23,$54.86,,010,N,,,,,,,,,,,,,,,
R,11770,,$164.79,$108.92,,010,N,,,,,,,,,,,,,,,
R,11771,,$340.07,$256.97,,090,N,,,,,,,,,,,,,,,
R,11772,,$412.68,$341.68,,090,N,,,,,,,,,,,,,,,
R,11900,,$34.09,$18.96,,000,N,,,,,,,,,,,,,,,
R,11901,,$42.56,$29.45,,000,N,,,,,,,,,,,,,,,
R/L,11920,,$107.71,$70.60,,000,N,,,,,,,,,,,,,,,
R/L,11921,,$123.64,$82.70,,000,N,,,,,,,,,,,,,,,
,11922,,#,#,,000,N,,,,,,,,,,,,,,,
,11950,,#,#,,000,N,,,,,,,,,,,,,,,
