Health Care Authority (HCA),,,,,,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,,,,,,
"Effective July 1, 2013",,,,,,,,,,,,,
"Updated November 8, 2013",,,,,,,,,,,,,
The Agency pays enhanced rates for qualified trauma care services. The enhancement of 275% is applied to the lesser of the Agency’s maximum allowable fee or the provider’s billed amount. The enhancement is subject to funds availability. ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Please refer to Section E in the Medicaid Provider Guide (Physician Services) for specific criteria related to trauma care services. ,,,,,,,,,,,,,
,,,,,,,,Link to Legend,,,,,
Code Status Indicator,Code,Mod,Max Allowable Fee NFS,Max Allowable Fee FS,PA Req'd,Global Days,Assist at Surgery,Comments,,,,,
,00100,,5 Base,5 Base,,000,N,,,,,,
,00102,,6 Base,6 Base,,000,N,,,,,,
,00103,,5 Base,5 Base,,000,N,,,,,,
,00104,,4 Base,4 Base,,000,N,,,,,,
,00120,,5 Base,5 Base,,000,N,,,,,,
,00124,,4 Base,4 Base,,000,N,,,,,,
,00126,,4 Base,4 Base,,000,N,,,,,,
,00140,,5 Base,5 Base,,000,N,,,,,,
,00142,,4 Base,4 Base,,000,N,,,,,,
,00144,,6 Base,6 Base,,000,N,,,,,,
,00145,,6 Base,6 Base,,000,N,,,,,,
,00147,,4 Base,4 Base,,000,N,,,,,,
,00148,,4 Base,4 Base,,000,N,,,,,,
,00160,,5 Base,5 Base,,000,N,,,,,,
,00162,,7 Base,7 Base,,000,N,,,,,,
,00164,,4 Base,4 Base,,000,N,,,,,,
,00170,,5 Base,5 Base,,000,N,,,,,,
,00172,,6 Base,6 Base,,000,N,,,,,,
,00174,,6 Base,6 Base,,000,N,,,,,,
,00176,,7 Base,7 Base,,000,N,,,,,,
,00190,,5 Base,5 Base,,000,N,,,,,,
,00192,,7 Base,7 Base,,000,N,,,,,,
,00210,,11 Base,11 Base,,000,N,,,,,,
,00211,,10 Base,10 Base,,000,N,,,,,,
,00212,,5 Base,5 Base,,000,N,,,,,,
,00214,,9 Base,9 Base,,000,N,,,,,,
,00215,,9 Base,9 Base,,000,N,,,,,,
,00216,,15 Base,15 Base,,000,N,,,,,,
,00218,,13 Base,13 Base,,000,N,,,,,,
,00220,,10 Base,10 Base,,000,N,,,,,,
,00222,,6 Base,6 Base,,000,N,,,,,,
,00300,,5 Base,5 Base,,000,N,,,,,,
,00320,,6 Base,6 Base,,000,N,,,,,,
,00322,,3 Base,3 Base,,000,N,,,,,,
,00326,,8 Base,8 Base,,000,N,,,,,,
,00350,,10 Base,10 Base,,000,N,,,,,,
,00352,,5 Base,5 Base,,000,N,,,,,,
,00400,,3 Base,3 Base,,000,N,,,,,,
,00402,,5 Base,5 Base,,000,N,,,,,,
,00404,,5 Base,5 Base,,000,N,,,,,,
,00406,,13 Base,13 Base,,000,N,,,,,,
,00410,,4 Base,4 Base,,000,N,,,,,,
,00450,,5 Base,5 Base,,000,N,,,,,,
,00452,,6 Base,6 Base,,000,N,,,,,,
,00454,,3 Base,3 Base,,000,N,,,,,,
,00470,,6 Base,6 Base,,000,N,,,,,,
,00472,,10 Base,10 Base,,000,N,,,,,,
,00474,,13 Base,13 Base,,000,N,,,,,,
,00500,,15 Base,15 Base,,000,N,,,,,,
,00520,,6 Base,6 Base,,000,N,,,,,,
,00522,,4 Base,4 Base,,000,N,,,,,,
,00524,,4 Base,4 Base,,000,N,,,,,,
,00528,,8 Base,8 Base,,000,N,,,,,,
,00529,,11 Base,11 Base,,000,N,,,,,,
,00530,,4 Base,4 Base,,000,N,,,,,,
,00532,,4 Base,4 Base,,000,N,,,,,,
,00534,,7 Base,7 Base,,000,N,,,,,,
,00537,,10 Base,10 Base,,000,N,,,,,,
,00539,,18 Base,18 Base,,000,N,,,,,,
,00540,,12 Base,12 Base,,000,N,,,,,,
,00541,,15 Base,15 Base,,000,N,,,,,,
,00542,,15 Base,15 Base,,000,N,,,,,,
,00546,,15 Base,15 Base,,000,N,,,,,,
,00548,,17 Base,17 Base,,000,N,,,,,,
,00550,,10 Base,10 Base,,000,N,,,,,,
,00560,,15 Base,15 Base,,000,N,,,,,,
,00561,,25 Base,25 Base,,000,N,,,,,,
,00562,,20 Base,20 Base,,000,N,,,,,,
,00563,,25 Base,25 Base,,000,N,,,,,,
,00566,,25 Base,25 Base,,000,N,,,,,,
,00567,,18 Base,18 Base,,000,N,,,,,,
,00580,,20 Base,20 Base,,000,N,,,,,,
,00600,,10 Base,10 Base,,000,N,,,,,,
,00604,,13 Base,13 Base,,000,N,,,,,,
,00620,,10 Base,10 Base,,000,N,,,,,,
,00622,,13 Base,13 Base,,000,N,,,,,,
,00625,,13 Base,13 Base,,000,N,,,,,,
,00626,,15 Base,15 Base,,000,N,,,,,,
,00630,,8 Base,8 Base,,000,N,,,,,,
,00632,,7 Base,7 Base,,000,N,,,,,,
,00634,,10 Base,10 Base,,000,N,,,,,,
,00635,,4 Base,4 Base,,000,N,,,,,,
,00640,,3 Base,3 Base,,000,N,,,,,,
,00670,,13 Base,13 Base,,000,N,,,,,,
,00700,,4 Base,4 Base,,000,N,,,,,,
,00702,,4 Base,4 Base,,000,N,,,,,,
,00730,,5 Base,5 Base,,000,N,,,,,,
,00740,,5 Base,5 Base,,000,N,,,,,,
,00750,,4 Base,4 Base,,000,N,,,,,,
,00752,,6 Base,6 Base,,000,N,,,,,,
,00754,,7 Base,7 Base,,000,N,,,,,,
,00756,,7 Base,7 Base,,000,N,,,,,,
,00770,,15 Base,15 Base,,000,N,,,,,,
,00790,,7 Base,7 Base,,000,N,,,,,,
,00792,,13 Base,13 Base,,000,N,,,,,,
,00794,,8 Base,8 Base,,000,N,,,,,,
,00796,,30 Base,30 Base,,000,N,,,,,,
,00797,,11 Base,11 Base,PA,000,N,For HCA approved Bariatric Services only,,,,,
,00800,,4 Base,4 Base,,000,N,,,,,,
,00802,,5 Base,5 Base,,000,N,,,,,,
,00810,,5 Base,5 Base,,000,N,,,,,,
,00820,,5 Base,5 Base,,000,N,,,,,,
,00830,,4 Base,4 Base,,000,N,,,,,,
,00832,,6 Base,6 Base,,000,N,,,,,,
,00834,,5 Base,5 Base,,000,N,,,,,,
,00836,,6 Base,6 Base,,000,N,,,,,,
,00840,,6 Base,6 Base,,000,N,,,,,,
,00842,,4 Base,4 Base,,000,N,,,,,,
,00844,,7 Base,7 Base,,000,N,,,,,,
,00846,,8 Base,8 Base,,000,N,,,,,,
,00848,,8 Base,8 Base,,000,N,,,,,,
,00851,,6 Base,6 Base,,000,N,,,,,,
,00860,,6 Base,6 Base,,000,N,,,,,,
,00862,,7 Base,7 Base,,000,N,,,,,,
,00864,,8 Base,8 Base,,000,N,,,,,,
,00865,,7 Base,7 Base,,000,N,,,,,,
,00866,,10 Base,10 Base,,000,N,,,,,,
,00868,,10 Base,10 Base,,000,N,,,,,,
,00870,,5 Base,5 Base,,000,N,,,,,,
,00872,,7 Base,7 Base,,000,N,,,,,,
,00873,,5 Base,5 Base,,000,N,,,,,,
,00880,,15 Base,15 Base,,000,N,,,,,,
,00882,,10 Base,10 Base,,000,N,,,,,,
,00902,,5 Base,5 Base,,000,N,,,,,,
,00904,,7 Base,7 Base,,000,N,,,,,,
,00906,,4 Base,4 Base,,000,N,,,,,,
,00908,,6 Base,6 Base,,000,N,,,,,,
,00910,,3 Base,3 Base,,000,N,,,,,,
,00912,,5 Base,5 Base,,000,N,,,,,,
,00914,,5 Base,5 Base,,000,N,,,,,,
,00916,,5 Base,5 Base,,000,N,,,,,,
,00918,,5 Base,5 Base,,000,N,,,,,,
,00920,,3 Base,3 Base,,000,N,,,,,,
,00921,,3 Base,3 Base,,000,N,,,,,,
,00922,,6 Base,6 Base,,000,N,,,,,,
,00924,,4 Base,4 Base,,000,N,,,,,,
,00926,,4 Base,4 Base,,000,N,,,,,,
,00928,,6 Base,6 Base,,000,N,,,,,,
,00930,,4 Base,4 Base,,000,N,,,,,,
,00932,,4 Base,4 Base,,000,N,,,,,,
,00934,,6 Base,6 Base,,000,N,,,,,,
,00936,,8 Base,8 Base,,000,N,,,,,,
,00938,,4 Base,4 Base,,000,N,,,,,,
,00940,,3 Base,3 Base,,000,N,,,,,,
,00942,,4 Base,4 Base,,000,N,,,,,,
,00944,,6 Base,6 Base,,000,N,,,,,,
,00948,,4 Base,4 Base,,000,N,,,,,,
,00950,,5 Base,5 Base,,000,N,,,,,,
,00952,,4 Base,4 Base,,000,N,,,,,,
,01112,,5 Base,5 Base,,000,N,,,,,,
,01120,,6 Base,6 Base,,000,N,,,,,,
,01130,,3 Base,3 Base,,000,N,,,,,,
,01140,,15 Base,15 Base,,000,N,,,,,,
,01150,,10 Base,10 Base,,000,N,,,,,,
,01160,,4 Base,4 Base,,000,N,,,,,,
,01170,,8 Base,8 Base,,000,N,,,,,,
,01173,,12 Base,12 Base,,000,N,,,,,,
,01180,,3 Base,3 Base,,000,N,,,,,,
,01190,,4 Base,4 Base,,000,N,,,,,,
,01200,,4 Base,4 Base,,000,N,,,,,,
,01202,,4 Base,4 Base,,000,N,,,,,,
,01210,,6 Base,6 Base,,000,N,,,,,,
,01212,,10 Base,10 Base,,000,N,,,,,,
,01214,,8 Base,8 Base,,000,N,,,,,,
,01215,,10 Base,10 Base,,000,N,,,,,,
,01220,,4 Base,4 Base,,000,N,,,,,,
,01230,,6 Base,6 Base,,000,N,,,,,,
,01232,,5 Base,5 Base,,000,N,,,,,,
,01234,,8 Base,8 Base,,000,N,,,,,,
,01250,,4 Base,4 Base,,000,N,,,,,,
,01260,,3 Base,3 Base,,000,N,,,,,,
,01270,,8 Base,8 Base,,000,N,,,,,,
